期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年1月4日 - 3月22日,月曜 22:00 - 22:30,AT-X,日本全域,製作参加 / CS放送 / 字幕放送 / リピート放送あり,放送,,2021-01-04,2021-03-22
2021年1月4日 - 3月22日,月曜 23:00 - 23:30,TOKYO MX,東京都,,放送,,2021-01-04,2021-03-22
2021年1月4日 - 3月22日,月曜 23:00 - 23:30,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2021-01-04,2021-03-22
2021年1月4日 - 3月22日,月曜 23:30 - 火曜 0:00,サンテレビ,兵庫県,,放送,,2021-01-04,2021-03-22
2021年10月6日 - 12月22日,水曜 1:35 - 2:05（火曜深夜）,テレビ北海道,北海道,,放送,,2021-10-06,2021-12-22
2021年1月4日,月曜 23:00 - 23:30,,,,配信,ABEMA,2021-01-04,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,dアニメストア,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,Amazon Prime Video,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,U-NEXT,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,アニメ放題,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,GYAO!,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,FOD,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,バンダイチャンネル,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,ふらっと動画,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,TELASA,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,J:COMオンデマンド,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,auスマートパスプレミアム,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,milplus,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,TSUTAYA TV,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,ひかりTV,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,HAPPY!動画,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,ムービーフルplus,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,Hulu,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,Google Play,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,niconico,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,ビデオマーケット,2021-01-08,
2021年1月8日,金曜 0:00（木曜深夜） 更新,,,,配信,あにてれ,2021-01-08,
