期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年10月4日 - 12月20日,月曜 23:00 - 23:30,TOKYO MX,東京都,,放送,,2021-10-04,2021-12-20
2021年10月4日 - 12月20日,月曜 23:30 - 火曜 0:00,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2021-10-04,2021-12-20
2021年10月5日 - 12月21日,火曜 0:30 - 1:00（月曜深夜）,テレビ神奈川,神奈川県,,放送,,2021-10-05,2021-12-21
2021年10月5日 - 12月21日,火曜 0:30 - 1:00（月曜深夜）,KBS京都,京都府,,放送,,2021-10-05,2021-12-21
2021年10月5日 - 12月21日,火曜 0:30 - 1:00（月曜深夜）,サンテレビ,兵庫県,,放送,,2021-10-05,2021-12-21
2021年10月5日 - 12月21日,火曜 21:30 - 22:00,AT-X,日本全域,CS放送 / 字幕放送[139] / リピート放送あり,放送,,2021-10-05,2021-12-21
2021年10月13日 - 12月29日,水曜 1:40 - 2:10（火曜深夜）,静岡放送,静岡県,『アニメ6区』枠,放送,,2021-10-13,2021-12-29
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,dアニメストア,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,U-NEXT,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,アニメ放題,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,Hulu,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,ABEMA,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,Amazon Prime Video,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,バンダイチャンネル,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,FOD,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,niconico,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,ひかりTV,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,アニメカ,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,dTV,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,GYAO!,2021-10-05,
2021年10月5日,火曜 0:00（月曜深夜） 更新,,,,配信,Rakuten TV,2021-10-05,
