期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年1月4日 - 3月21日,土曜 0:00 - 0:30（金曜深夜）,TOKYO MX,東京都,製作参加,放送,,2020-01-04,2020-03-21
2020年1月4日 - 3月21日,土曜 0:00 - 0:30（金曜深夜）,群馬テレビ,群馬県,,放送,,2020-01-04,2020-03-21
2020年1月4日 - 3月21日,土曜 0:00 - 0:30（金曜深夜）,とちぎテレビ,栃木県,,放送,,2020-01-04,2020-03-21
2020年1月4日 - 3月21日,土曜 0:00 - 0:30（金曜深夜）,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2020-01-04,2020-03-21
2020年1月4日 - 3月21日,土曜 0:00 - 0:30（金曜深夜）,AT-X,日本全域,製作参加 / CS放送 / 字幕放送 / リピート放送あり,放送,,2020-01-04,2020-03-21
2020年1月7日 - 3月24日,火曜 1:59 - 2:29（月曜深夜）,読売テレビ,近畿広域圏,『MANPA』第1部,放送,,2020-01-07,2020-03-24
2020年1月8日 - 3月25日,水曜 2:05 - 2:35（火曜深夜）,テレビ愛知,愛知県,,放送,,2020-01-08,2020-03-25
2020年1月29日 - 4月15日,水曜 1:55 - 2:21（火曜深夜）,長崎文化放送,長崎県,『あに。』枠,放送,,2020-01-29,2020-04-15
2020年1月4日,土曜 0:00 - 0:30（金曜深夜）,,,,配信,AbemaTV,2020-01-04,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,dアニメストア,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,Netflix,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,U-NEXT,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,アニメ放題,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,Amazonプライム・ビデオ,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,バンダイチャンネル,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,Hulu,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,ビデオパス,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,J:COMオンデマンド,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,FOD,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,dTV,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,ひかりTV,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,ビデオマーケット,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,DMM.com,2020-01-08,
2020年1月8日,水曜 0:00（火曜深夜） 更新,,,,配信,music.jp,2020-01-08,
2020年1月9日,木曜 0:00 - 0:30（水曜深夜）,,,,配信,ニコニコ生放送,2020-01-09,
2020年1月9日,木曜 0:00（水曜深夜） 更新,,,,配信,GYAO!,2020-01-09,
2020年1月9日,木曜 0:00（水曜深夜） 更新,,,,配信,ニコニコチャンネル,2020-01-09,
