期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年1月12日 - 3月30日,火曜 2:00 - 2:30（月曜深夜）,テレビ東京,関東広域圏,製作参加,放送,,2021-01-12,2021-03-30
2021年1月12日 - 3月30日,火曜 2:00 - 2:30（月曜深夜）,テレビ大阪,大阪府,,放送,,2021-01-12,2021-03-30
2021年1月12日 - 3月30日,火曜 2:05 - 2:35（月曜深夜）,テレビ愛知,愛知県,製作参加,放送,,2021-01-12,2021-03-30
2021年1月12日 - 3月30日,火曜 23:30 - 水曜 0:00,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2021-01-12,2021-03-30
2021年1月17日 - 4月4日,日曜 1:25 - 1:55（土曜深夜）,テレビ岩手,岩手県,,放送,,2021-01-17,2021-04-04
2021年1月17日 - 4月4日,日曜 9:30 - 10:00,NST新潟総合テレビ,新潟県,,放送,,2021-01-17,2021-04-04
2021年1月28日 - 4月15日,木曜 18:25 - 18:53,岐阜放送,岐阜県,,放送,,2021-01-28,2021-04-15
2021年1月12日,火曜 12:00 更新,,,,配信,U-NEXT,2021-01-12,
2021年1月12日,火曜 12:00 更新,,,,配信,アニメ放題,2021-01-12,
2021年1月12日,火曜 12:00 更新,,,,配信,dアニメストア,2021-01-12,
2021年1月17日,日曜 12:00 更新,,,,配信,J:COMオンデマンド,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,スマパスプレミアム,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,みるプラス,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,TELASA,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,ひかりTV,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,FOD,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,ニコニコチャンネル,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,GYAO!,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,HAPPY動画,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,Paravi,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,あにてれ,2021-01-17,
2021年1月17日,日曜 22:30 - 23:00,,,,配信,ニコニコ生放送,2021-01-17,
2021年1月18日,月曜 19:00 更新,,,,配信,TSUTAYA TV,2021-01-18,
