期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年10月11日 - 12月27日,日曜 0:00 - 0:30（土曜深夜）,TOKYO MX,東京都,製作局,放送,,2020-10-11,2020-12-27
2020年10月11日 - 12月27日,日曜 0:00 - 0:30（土曜深夜）,とちぎテレビ,栃木県,,放送,,2020-10-11,2020-12-27
2020年10月11日 - 12月27日,日曜 0:00 - 0:30（土曜深夜）,群馬テレビ,群馬県,,放送,,2020-10-11,2020-12-27
2020年10月11日 - 12月27日,日曜 0:00 - 0:30（土曜深夜）,BS11,日本全域,製作局 / BS放送 / 『ANIME+』枠,放送,,2020-10-11,2020-12-27
2020年10月11日 - 12月27日,日曜 2:30 - 3:00（土曜深夜）,メ〜テレ,中京広域圏,製作局,放送,,2020-10-11,2020-12-27
2020年10月11日 - 12月27日,日曜 2:30 - 3:00（土曜深夜）,朝日放送テレビ,近畿広域圏,『ANiMAZiNG2!!!』枠,放送,,2020-10-11,2020-12-27
2020年10月11日 - 12月27日,日曜 21:00 - 21:30,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2020-10-11,2020-12-27
2020年10月14日 - 12月30日,水曜 1:05 - 1:35（火曜深夜）,富山テレビ,富山県,,放送,,2020-10-14,2020-12-30
2020年10月17日 - 2021年1月9日,土曜 1:55 - 2:25（金曜深夜）,山陰放送,鳥取県・島根県,『森谷佳奈のアニ物語』枠,放送,,2020-10-17,2021-01-09
2020年10月27日 - 2021年1月19日,火曜 1:18 - 1:48（月曜深夜）,長崎文化放送,長崎県,『あに。』枠,放送,,2020-10-27,2021-01-19
2020年11月4日 -,水曜 1:00 - 1:30（火曜深夜）,テレビ神奈川,神奈川県,,放送,,2020-11-04,
2020年12月30日 2021年1月4日 - 1月25日,木曜 0:40 - 2:40（水曜深夜）  火曜 1:00 - 2:00（月曜深夜）,テレビ山梨,山梨県,4話連続放送後、2話連続放送,放送,,2020-12-30,2020-01-25
2020年10月11日,日曜 0:30（土曜深夜） 更新,,,,配信,dアニメストア（本店・for Prime Video）,2020-10-11,
2020年10月11日,日曜 0:30（土曜深夜） 更新,,,,配信,ニコニコチャンネル,2020-10-11,
2020年10月11日,日曜 0:30 - 1:00（土曜深夜）,,,,配信,ニコニコ生放送,2020-10-11,
2020年10月13日,火曜 12:00 更新,,,,配信,GYAO!,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,ひかりTV,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,バンダイチャンネル,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,J:COMオンデマンド,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,TELASA,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,ビデオマーケット,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,DMM.com,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,music.jp,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,Hulu,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,FOD,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,Netflix,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,U-NEXT,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,アニメ放題,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,Amazonプライム・ビデオ,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,ABEMA,2020-10-13,
