期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2017年7月4日 - 9月19日,火曜 1:35 - 2:05（月曜深夜）,テレビ東京,関東広域圏,製作参加,放送,,2017-07-04,2017-09-19
2017年7月6日 - 9月21日,木曜 20:00 - 20:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2017-07-06,2017-09-21
2017年7月9日 - 9月24日,日曜 0:30 - 1:00（土曜深夜）,BSジャパン,日本全域,製作参加 / BS放送,放送,,2017-07-09,2017-09-24
2017年7月5日,水曜 12:00 更新,,,,配信,dTV,2017-07-05,
2017年7月5日,水曜 12:00 更新,,,,配信,dアニメストア,2017-07-05,
2017年7月5日,水曜 12:00 更新,,,,配信,あにてれ,2017-07-05,
2017年7月8日,土曜 12:00 更新,,,,配信,PlayStation Video,2017-07-08,
2017年7月8日,土曜 12:00 更新,,,,配信,ひかりTV,2017-07-08,
2017年7月8日,土曜 12:00 更新,,,,配信,楽天ショウタイム,2017-07-08,
2017年7月8日,土曜 12:00 更新,,,,配信,DMM.com,2017-07-08,
2017年7月8日,土曜 12:00 更新,,,,配信,GYAO!,2017-07-08,
2017年7月8日,土曜 12:00 更新,,,,配信,GYAO!ストア,2017-07-08,
2017年7月8日,土曜 12:00 更新,,,,配信,ビデオマーケット,2017-07-08,
2017年7月8日,土曜 12:00 更新,,,,配信,ニコニコチャンネル,2017-07-08,
2017年7月8日,土曜 19:00 更新,,,,配信,TSUTAYA TV,2017-07-08,
2017年7月9日,日曜 0:00 更新,,,,配信,J:COMオンデマンド,2017-07-09,
2017年7月9日,日曜 0:00 更新,,,,配信,ビデオパス,2017-07-09,
2021年10月2日 - 12月18日,土曜 1:23 - 1:53（金曜深夜）,テレビ東京,関東広域圏,製作参加,放送,,2021-10-02,2021-12-18
2021年10月3日 - 12月19日,日曜 2:55 - 3:25（土曜深夜）,テレビ大阪,大阪府,製作参加,放送,,2021-10-03,2021-12-19
2021年10月4日 - 12月20日,月曜 22:30 - 23:00,AT-X,日本全域,製作参加 / CS放送字幕放送[142] / リピート放送あり,放送,,2021-10-04,2021-12-20
2021年10月2日,土曜 2:00（金曜深夜） 更新,,,,配信,ABEMAビデオ（ABEMAプレミアム会員限定）,2021-10-02,
2021年10月2日,土曜 2:30 - 3:00（金曜深夜）,,,,配信,ABEMA,2021-10-02,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,dアニメストア,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,Netflix,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,Amazon Prime Video,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,U-NEXT,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,dTV,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,バンダイチャンネル,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,Hulu,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,FOD,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,ひかりTV,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,アニメ放題,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,アニメカ,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,ニコニコチャンネル,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,Paravi,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,TVer,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,ネットもテレ東,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,AnimeFesta,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,GYAO!,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,GYAO!ストア,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,ビデオマーケット,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,music.jp,2021-10-09,
2021年10月9日,土曜 2:00（金曜深夜） 更新,,,,配信,クランクイン！ビデオ,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,DMM.com,2021-10-09,
2021年10月9日,土曜 12:00 更新,,,,配信,TELASA,2021-10-09,
2021年10月9日,土曜 12:00 更新,,,,配信,J:COMオンデマンド メガパック,2021-10-09,
2021年10月9日,土曜 12:00 更新,,,,配信,milplus,2021-10-09,
2021年10月9日,土曜 12:00 更新,,,,配信,auスマートパスプレミアム,2021-10-09,
2021年10月9日,土曜 12:00 更新,,,,配信,HAPPY!動画,2021-10-09,
2021年10月9日,土曜 23:30 - 日曜 0:00,,,,配信,ニコニコ生放送,2021-10-09,
