期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年7月9日 - 12月17日,金曜 0:00 - 0:30（木曜深夜）,TOKYO MX,東京都,製作局 / リピート放送あり,放送,,2021-07-09,2021-12-17
2021年7月9日 - 12月17日,金曜 0:30 - 1:00（木曜深夜）,BSフジ,日本全域,製作局 / BS/BS4K放送 /『アニメギルド』枠,放送,,2021-07-09,2021-12-17
2021年7月9日 - 12月17日,金曜 1:34 - 2:04（木曜深夜）,琉球放送,沖縄県,,放送,,2021-07-09,2021-12-17
2021年7月12日 - 12月20日,月曜 23:30 - 火曜 0:00,AT-X,日本全域,CS放送 / 字幕放送 / リピート放送あり[16],放送,,2021-07-12,2021-12-20
2021年7月14日 - 12月22日,水曜 3:00 - 3:30（火曜深夜）,毎日放送,近畿広域圏,『アニメ特区』第2部,放送,,2021-07-14,2021-12-22
2021年7月16日 - 12月24日,金曜 2:05 - 2:35（木曜深夜）,富山テレビ,富山県,,放送,,2021-07-16,2021-12-24
2021年7月9日,金曜 0:00 - 0:30（木曜深夜）,,,,配信,ABEMA,2021-07-09,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,dアニメストア,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,Amazon Prime Video,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,U-NEXT,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,アニメ放題,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,ニコニコチャンネル,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,バンダイチャンネル,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,Hulu,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,FOD,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,ひかりTV,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,アニマックス,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,Amazonビデオ,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,ビデオマーケット,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,music.jp,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,GYAO!ストア,2021-07-14,
2021年7月14日,水曜 0:30（火曜深夜） 更新,,,,配信,クランクイン！ビデオ,2021-07-14,
2021年7月14日,水曜 3:30（火曜深夜）更新,,,,配信,MBS動画イズム,2021-07-14,
2021年7月14日,水曜 3:30（火曜深夜）更新,,,,配信,TVer,2021-07-14,
2021年7月14日,水曜 3:30（火曜深夜）更新,,,,配信,GYAO!,2021-07-14,
2021年7月14日,水曜 10:00 更新,,,,配信,DMM.com,2021-07-14,
2021年7月14日,水曜 12:00 更新,,,,配信,HAPPY!動画,2021-07-14,
2021年7月15日,木曜 0:00（水曜深夜）更新,,,,配信,TELASA,2021-07-15,
2021年7月15日,木曜 0:00（水曜深夜）更新,,,,配信,J:COMオンデマンド メガパック,2021-07-15,
2021年7月15日,木曜 0:00（水曜深夜）更新,,,,配信,milplus,2021-07-15,
2021年7月15日,木曜 0:00（水曜深夜）更新,,,,配信,auスマートパスプレミアム,2021-07-15,
2021年7月15日,木曜 0:30 - 1:00（水曜深夜）,,,,配信,ニコニコ生放送,2021-07-15,
