期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年10月5日 - 12月21日,火曜 2:00 - 2:30（月曜深夜）,テレビ東京,関東広域圏,製作参加,放送,,2021-10-05,2021-12-21
2021年10月7日 - 12月23日,木曜 0:30 - 0:59（水曜深夜）,BSテレ東,日本全域,BS/BS4K放送,放送,,2021-10-07,2021-12-23
2021年10月7日 - 12月23日,木曜 22:30 - 23:00,AT-X,日本全域,CS放送 / 字幕放送[37] / リピート放送あり,放送,,2021-10-07,2021-12-23
2021年10月5日,火曜 2:00（月曜深夜）,,,,配信,dアニメストア,2021-10-05,
2021年10月12日,不明,,,,配信,ABEMA,2021-10-12,
2021年10月12日,不明,,,,配信,Amazon Prime Video,2021-10-12,
2021年10月12日,不明,,,,配信,Hulu,2021-10-12,
2021年10月12日,不明,,,,配信,バンダイチャンネル,2021-10-12,
2021年10月12日,不明,,,,配信,GYAO!,2021-10-12,
2021年10月12日,不明,,,,配信,TELASA,2021-10-12,
2021年10月12日,不明,,,,配信,J:COMオンデマンド,2021-10-12,
2021年10月12日,不明,,,,配信,みるぷらす,2021-10-12,
2021年10月12日,不明,,,,配信,auスマートパスプレミアム,2021-10-12,
2021年10月12日,不明,,,,配信,U-NEXT,2021-10-12,
2021年10月12日,不明,,,,配信,アニメ放題,2021-10-12,
2021年10月12日,不明,,,,配信,ひかりTV,2021-10-12,
2021年10月12日,不明,,,,配信,FOD,2021-10-12,
2021年10月12日,不明,,,,配信,Paravi,2021-10-12,
2021年10月12日,不明,,,,配信,Rakuten TV,2021-10-12,
2021年10月12日,不明,,,,配信,Video Market,2021-10-12,
2021年10月12日,不明,,,,配信,DMM.com,2021-10-12,
2021年10月12日,不明,,,,配信,GYAO!ストア,2021-10-12,
2021年10月12日,不明,,,,配信,music.jp,2021-10-12,
2021年10月12日,不明,,,,配信,HAPPY!動画,2021-10-12,
2021年10月12日,不明,,,,配信,MOVIEFULL,2021-10-12,
2021年10月12日,不明,,,,配信,クランクイン!ビデオ,2021-10-12,
2021年10月12日,火曜 22:30 - 23:00,,,,配信,ニコニコ生放送[38],2021-10-12,
2023年1月14日 - 4月1日,土曜 1:23 - 1:53（金曜深夜）,テレビ東京,関東広域圏,製作参加,放送,,2023-01-14,2023-04-01
2023年1月17日 - 4月4日,火曜 0:30 - 0:59（月曜深夜）,BSテレ東,日本全域,BS/BS4K放送,放送,,2023-01-17,2023-04-04
2023年3月3日 -,金曜 18:00 - 19:00,AT-X,日本全域,CS放送 / 字幕放送[39] / リピート放送あり毎週2話ずつ放送,放送,,2023-03-03,
2023年1月14日,土曜 2:00（金曜深夜）,,,,配信,dアニメストア,2023-01-14,
2023年1月14日,土曜 2:00（金曜深夜）,,,,配信,DMM TV,2023-01-14,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,Amazon Prime Video,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,FOD,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,Hulu,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,J:COMオンデマンドメガパック,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,milplus,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,Paravi,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,TELASA,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,U-NEXT,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,アニメ放題,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,auスマートパスプレミアム,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,ひかりTV,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,バンダイチャンネル,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,ABEMA,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,GYAO!,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,ニコニコ動画,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,ネットもテレ東,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,GYAO!ストア,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,HAPPY!動画,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,music.jp,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,Rakuten TV,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,クランクイン!ビデオ,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,ビデオマーケット,2023-01-21,
2023年1月21日,土曜 0:00（金曜深夜）以降順次,,,,配信,ムービーフルPlus,2023-01-21,
