期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2023年1月10日 - 3月28日,火曜 0:00 - 0:30（月曜深夜）,TOKYO MX,東京都,,放送,,2023-01-10,2023-03-28
2023年1月10日 - 3月28日,火曜 0:00 - 0:30（月曜深夜）,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2023-01-10,2023-03-28
2023年1月12日 - 3月30日,木曜 23:00 - 23:30,AT-X,日本全域,CS放送 / 字幕放送[36] / リピート放送あり,放送,,2023-01-12,2023-03-30
2023年1月10日,火曜 0:00 - 0:30（月曜深夜）,,,,配信,ABEMA[37],2023-01-10,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,Amazon Prime Video,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,dアニメストア（本店・ニコニコ支店・for Prime Video）,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,DMM TV,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,Disney+,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,FOD,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,Hulu,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,J:COMオンデマンド,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,milplus,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,TELASA,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,auスマートパスプレミアム,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,U-NEXT,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,アニメ放題,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,バンダイチャンネル,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,ニコニコチャンネル[38],2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,Google Play,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,YouTube,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,HAPPY!動画,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,Rakuten TV,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,ビデックスJP,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,ビデオマーケット（本店・GYAO!ストア支店[39]・music.jp支店）,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,ムービーフルPlus,2023-01-15,
2023年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,GYAO![39],2023-01-15,
2023年1月15日,日曜 0:00 - 0:30（土曜深夜）,,,,配信,ニコニコ生放送[38],2023-01-15,
2023年7月4日 -,火曜 0:00 - 0:30（月曜深夜）,TOKYO MX,東京都,,放送,,2023-07-04,
2023年7月4日 -,火曜 0:00 - 0:30（月曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2023-07-04,
2023年7月6日 -,木曜 23:00 - 23:30,AT-X,日本全域,CS放送 / 字幕放送[40] / リピート放送あり,放送,,2023-07-06,
2023年7月6日 -,木曜 23:00 - 23:30,とちぎテレビ,栃木県,,放送,,2023-07-06,
2023年7月4日,火曜 0:00 - 0:30（月曜深夜）,,,,配信,ABEMA[41],2023-07-04,
2023年7月9日,日曜 0:00（土曜深夜） 更新,,,,配信,ニコニコチャンネル[42],2023-07-09,
2023年7月9日,日曜 0:00 - 0:30（土曜深夜）,,,,配信,ニコニコ生放送[42],2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,Amazon Prime Video,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,dアニメストア（本店・ニコニコ支店・for Prime Video）,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,DMM TV,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,Disney+,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,FOD,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,Hulu,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,J:COMオンデマンド,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,milplus,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,TELASA,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,auスマートパスプレミアム,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,Lemino,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,U-NEXT,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,アニメ放題,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,バンダイチャンネル,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,アニメタイムズ,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,Google Play,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,YouTube,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,HAPPY!動画,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,Rakuten TV,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,ビデックスJP,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,ビデオマーケット（本店・music.jp支店）,2023-07-09,
2023年7月9日,日曜 順次更新,,,,配信,ムービーフルPlus,2023-07-09,
