期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2023年1月9日 - 4月3日,月曜 1:35 - 2:05（日曜深夜）,テレビ東京,関東広域圏,製作参加,放送,,2023-01-09,2023-04-03
2023年1月10日 - 4月4日,火曜 0:00 - 0:30（月曜深夜）,テレビせとうち,岡山県・香川県,,放送,,2023-01-10,2023-04-04
2023年1月12日 - 4月6日,木曜 0:30 - 0:59（水曜深夜）,BSテレ東,日本全域,BS/BS4K放送,放送,,2023-01-12,2023-04-06
2023年1月13日 - 4月7日,金曜 2:35 - 3:05（木曜深夜）,テレビ大阪,大阪府,,放送,,2023-01-13,2023-04-07
2023年1月22日 -,日曜 23:30 - 月曜 0:00,AT-X,日本全域,CS放送 / 字幕放送[48]リピート放送あり,放送,,2023-01-22,
2023年3月1日 -,水曜 7:00 - 7:30,テレビ和歌山,和歌山県,,放送,,2023-03-01,
2023年1月9日,月曜 2:05（日曜深夜）更新,,,,配信,dアニメストア,2023-01-09,
2023年1月9日,月曜 2:05（日曜深夜）更新,,,,配信,DMM TV,2023-01-09,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,ABEMAビデオ,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,Amazon Prime Video,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,アニメタイムズ,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,auスマートパスプレミアム,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,バンダイチャンネル,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,dTV,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,FOD,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,Hulu,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,J:COMオンデマンドメガパック,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,milplus,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,Paravi,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,TELASA,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,U-NEXT,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,クランクイン！ビデオ,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,GYAO!ストア,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,ニコニコチャンネル,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,Rakuten TV,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,ビデオマーケット,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,GYAO!,2023-01-12,
2023年1月12日,木曜 0:00（水曜深夜）更新,,,,配信,TVer,2023-01-12,
2023年1月12日,木曜 3:30 - 4:00（水曜深夜）,,,,配信,ABEMA,2023-01-12,
2023年1月12日,木曜 20:30 - 21:00,,,,配信,ニコニコ生放送,2023-01-12,
