期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2019年10月6日 - 2020年3月29日,日曜 1:10 - 1:15（土曜深夜）,朝日放送テレビ,近畿広域圏,製作局,放送,,2019-10-06,2020-03-29
2019年10月9日 - 2020年4月1日,水曜 1:00 - 1:05（火曜深夜）,TOKYO MX,東京都,,放送,,2019-10-09,2020-04-01
2020年3月31日 -,火曜18:55 -19:00→金曜18:55 - 19:00,北陸放送,石川県,,放送,,2020-03-31,
2019年10月6日 - 2020年3月29日,日曜 1:15 更新,,,,配信,TVer,2019-10-06,2020-03-29
2019年10月6日 - 2020年3月29日,日曜 1:15 更新,,,,配信,GYAO!,2019-10-06,2020-03-29
2020年5月21日 -,-,,,,配信,dアニメストア,2020-05-21,
2020年5月21日 -,-,,,,配信,U-NEXT,2020-05-21,
2020年5月21日 -,-,,,,配信,Amazonプライムビデオ,2020-05-21,
2020年7月1日 - 12月31日,月-金 17:59 - 18:00,TOKYO MX,東京都,,放送,,2020-07-01,2020-12-31
2020年9月2日 -,不定期,,,,配信,YouTube,2020-09-02,
