期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2023年1月8日 - 3月26日,日曜 23:30 - 月曜 0:00,TOKYO MX,東京都,,放送,,2023-01-08,2023-03-26
2023年1月9日 - 3月27日,月曜 23:00 - 23:30,AT-X,日本全域,CS放送,放送,,2023-01-09,2023-03-27
2023年1月13日 - 3月31日,金曜 2:00 - 2:30（木曜深夜）,BS12 トゥエルビ,日本全域,BS放送 / 『アニメ26』枠,放送,,2023-01-13,2023-03-31
2022年1月6日,金曜 22:00,,,,配信,DMM TV,2022-01-06,
2022年1月11日,水曜 22:00 以降順次,,,,配信,ABEMA,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,Amazon Prime Video,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,dアニメストア（本店・ニコニコ支店・for Prime Video）,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,FOD,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,Hulu,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,J:COMオンデマンド,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,milplus,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,TELASA,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,auスマートパスプレミアム,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,U-NEXT,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,アニメ放題,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,バンダイチャンネル,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,GYAO!,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,ニコニコ生放送,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,Google Play,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,GYAO!ストア,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,HAPPY!動画,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,music.jp,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,Rakuten TV,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,VIDEX,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,YouTube,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,ニコニコチャンネル,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,ビデオマーケット,2022-01-11,
2022年1月11日,水曜 22:00 以降順次,,,,配信,ムービーフルPlus,2022-01-11,
