期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年1月7日 - 3月25日,木曜 0:30 - 1:00（水曜深夜）,TOKYO MX,東京都,,放送,,2021-01-07,2021-03-25
2021年1月7日 - 3月25日,木曜 0:30 - 1:00（水曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2021-01-07,2021-03-25
2021年1月7日 - 3月25日,木曜 0:30 - 1:00（水曜深夜）,群馬テレビ,群馬県,,放送,,2021-01-07,2021-03-25
2021年1月7日 - 3月25日,木曜 0:30 - 1:00（水曜深夜）,とちぎテレビ,栃木県,,放送,,2021-01-07,2021-03-25
2021年1月7日 - 3月25日,木曜 2:35 - 3:05（水曜深夜）,CBCテレビ,中京広域圏,,放送,,2021-01-07,2021-03-25
2021年1月11日 - 3月29日,月曜 23:00 - 23:30,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2021-01-11,2021-03-29
2021年1月12日 - 3月30日,火曜 2:29 - 2:59（月曜深夜）,読売テレビ,近畿広域圏,『MANPA』第2部,放送,,2021-01-12,2021-03-30
2021年1月7日,木曜 0:30（水曜深夜） 更新,,,,配信,dアニメストア（本店・ニコニコ支店・for Prime Video）,2021-01-07,
2021年1月9日,土曜 12:00 更新,,,,配信,ABEMA,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,niconico,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,GYAO!,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,アニメ放題,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,ひかりTV,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,Amazonプライム・ビデオ,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,バンダイチャンネル,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,Hulu,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,J:COMオンデマンド,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,TELASA,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,TSUTAYA TV,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,ビデオマーケット,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,DMM.com,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,music.jp,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,FOD,2021-01-09,
2021年1月9日,土曜 12:00 更新,,,,配信,U-NEXT,2021-01-09,
2021年1月9日,土曜 22:30 - 23:00,,,,配信,ニコニコ生放送,2021-01-09,
