期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年1月12日 - 3月30日,水曜 0:00 - 0:30（火曜深夜）,テレビ東京,関東広域圏,製作参加 / 字幕放送[20],放送,,2022-01-12,2022-03-30
2022年1月12日 - 3月30日,水曜 1:55 - 2:25（火曜深夜）,北海道テレビ,北海道,,放送,,2022-01-12,2022-03-30
2022年1月12日 - 3月30日,水曜 21:30 - 22:00,AT-X,日本全域,CS放送 / 字幕放送[21] / リピート放送あり,放送,,2022-01-12,2022-03-30
2022年1月15日 - 4月2日,土曜 0:30 - 0:59（金曜深夜）,BSテレ東,日本全域,BS/BS4K放送 / 字幕放送[22],放送,,2022-01-15,2022-04-02
2022年1月12日,水曜 0:30 - 1:00（火曜深夜）,,,,配信,ABEMA[24],2022-01-12,
2022年1月14日,金曜 0:00（木曜深夜） 更新,,,,配信,Google Play,2022-01-14,
2022年1月14日,金曜 0:00（木曜深夜） 更新,,,,配信,ひかりTV,2022-01-14,
2022年1月15日,土曜 0:00（金曜深夜） 更新,,,,配信,ツイキャス,2022-01-15,
2022年1月15日,土曜 0:00（金曜深夜） 更新,,,,配信,バンダイチャンネル,2022-01-15,
2022年1月15日,土曜 0:00（金曜深夜） 更新,,,,配信,Hulu,2022-01-15,
2022年1月16日,日曜 0:00（土曜深夜） 更新,,,,配信,アニメ放題,2022-01-16,
2022年1月16日,日曜 0:00（土曜深夜） 更新,,,,配信,U-NEXT,2022-01-16,
2022年1月17日,月曜 0:00（日曜深夜） 更新,,,,配信,Amazon Prime Video,2022-01-17,
2022年1月17日,月曜 0:00（日曜深夜） 更新,,,,配信,auスマートパスプレミアム,2022-01-17,
2022年1月17日,月曜 0:00（日曜深夜） 更新,,,,配信,J:COMオンデマンド,2022-01-17,
2022年1月17日,月曜 0:00（日曜深夜） 更新,,,,配信,TELASA,2022-01-17,
2022年1月17日,月曜 0:00（日曜深夜） 更新,,,,配信,dアニメストア,2022-01-17,
2022年1月17日,月曜 0:00（日曜深夜） 更新,,,,配信,milplus,2022-01-17,
2022年1月18日,火曜 0:00（月曜深夜） 更新,,,,配信,AnimeFesta,2022-01-18,
2022年1月18日,火曜 0:00（月曜深夜） 更新,,,,配信,FOD,2022-01-18,
2022年1月18日,火曜 0:00（月曜深夜） 更新,,,,配信,dTV,2022-01-18,
2022年1月18日,火曜 0:00（月曜深夜） 更新,,,,配信,ニコニコチャンネル[25],2022-01-18,
2022年1月18日,火曜 0:00 - 0:30（月曜深夜）,,,,配信,ニコニコ生放送[25],2022-01-18,
2022年1月18日,火曜 23:30 更新,,,,配信,GYAO!ストア,2022-01-18,
2022年1月18日,火曜 23:30 更新,,,,配信,クランクイン！ビデオ,2022-01-18,
2022年1月18日,火曜 23:30 更新,,,,配信,DMM.com,2022-01-18,
2022年1月18日,火曜 23:30 更新,,,,配信,ビデオマーケット,2022-01-18,
2022年1月18日,火曜 23:30 更新,,,,配信,music.jp,2022-01-18,
2022年1月18日,火曜 23:30 更新,,,,配信,Rakuten TV,2022-01-18,
2022年1月19日,水曜 12:00 更新,,,,配信,HAPPY!動画,2022-01-19,
