期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年1月9日 - 3月26日,木曜 23:30 - 金曜 0:00,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2020-01-09,2020-03-26
2020年1月10日 - 3月27日,金曜 0:00 - 0:30（木曜深夜）,TOKYO MX,東京都,,放送,,2020-01-10,2020-03-27
2020年1月10日 - 3月27日,金曜 0:00 - 0:30（木曜深夜）,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2020-01-10,2020-03-27
2020年1月16日 - 4月2日,木曜 0:30 - 1:00（水曜深夜）,WOWOW,日本全域,製作参加 / BS放送 / 『アニメプライム』枠,放送,,2020-01-16,2020-04-02
2020年1月10日,金曜 0:30 更新,,,,配信,dTV,2020-01-10,
2020年1月10日,金曜 0:30 更新,,,,配信,GYAO!,2020-01-10,
2020年1月10日,金曜 0:30 更新,,,,配信,ひかりTV,2020-01-10,
2020年1月10日,金曜 0:30 更新,,,,配信,Rakuten TV,2020-01-10,
2020年1月10日,金曜 0:30 更新,,,,配信,DMM.com,2020-01-10,
2020年1月10日,金曜 0:30 更新,,,,配信,ビデオマーケット,2020-01-10,
2020年1月10日,金曜 0:30 更新,,,,配信,GYAO!ストア,2020-01-10,
2020年1月10日,金曜 0:30 更新,,,,配信,ミレール,2020-01-10,
2020年1月10日,金曜 0:30 更新,,,,配信,ニコニコチャンネル,2020-01-10,
2020年1月10日,金曜 0:30 更新,,,,配信,HAPPY!動画,2020-01-10,
2020年1月10日,金曜 12:30 更新,,,,配信,バンダイチャンネル,2020-01-10,
2020年1月10日,金曜 19:30 更新,,,,配信,TSUTAYA TV,2020-01-10,
2020年1月12日,日曜 0:00 更新,,,,配信,J:COMオンデマンド,2020-01-12,
2020年1月12日,日曜 12:00 更新,,,,配信,dアニメストア,2020-01-12,
2020年1月12日,日曜 12:00 更新,,,,配信,アニメ放題,2020-01-12,
2020年1月12日,日曜 12:00 更新,,,,配信,U-NEXT,2020-01-12,
2020年1月12日,日曜 12:00 更新,,,,配信,あにてれ,2020-01-12,
2020年1月13日,月曜 12:00 更新,,,,配信,ムービーフル,2020-01-13,
2020年1月23日,木曜 0:00 更新,,,,配信,Paravi,2020-01-23,
