期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年4月5日 - 5月10日,火曜 1:20 - 1:35（月曜深夜）,,東京都,,放送,2022-04-05,2022-05-10,
2022年4月5日 - 5月10日,火曜 1:59 - 2:14（月曜深夜）,,近畿広域圏,製作参加 / 『MANPA』第1部前半,放送,2022-04-05,2022-05-10,
2022年4月6日 - 5月11日,水曜 0:30 - 0:45（火曜深夜）,,日本全域,BS放送 / 『アニメにむちゅ〜』枠,放送,2022-04-06,2022-05-11,
