期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2021年4月4日 - 6月20日,日曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,2021-04-04,2021-06-20,
2021年4月5日 - 6月21日,月曜 0:30 - 1:00（日曜深夜）,TOKYO MX,東京都,製作参加,放送,2021-04-05,2021-06-21,
2021年4月5日 - 6月21日,月曜 0:45 - 1:15（日曜深夜）,KBS京都,京都府,,放送,2021-04-05,2021-06-21,
2021年4月5日 - 6月21日,月曜 1:00 - 1:30（日曜深夜）,サンテレビ,兵庫県,6月13日放送分はポートアイランド社屋から送出される最後の番組となった。,放送,2021-04-05,2021-06-21,
2021年4月6日 - 6月22日,火曜 0:00 - 0:30（月曜深夜）,BS日テレ,日本全域,製作参加 / BS放送 / 『アニメにむちゅ〜』枠,放送,2021-04-06,2021-06-22,
