期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年10月6日 - 12月22日,木曜 0:00 - 0:30（水曜深夜）,,関東広域圏,製作参加 / 字幕放送[22],放送,2022-10-06,2022-12-22,
2022年10月6日 - 12月22日,木曜 21:30 - 22:00,,日本全域,製作参加 / CS放送 / 字幕放送[23] / リピート放送あり,放送,2022-10-06,2022-12-22,
2022年10月6日 - 12月22日,木曜 22:30 - 23:00,,日本全域,製作参加 / BS放送 / 「ANIME+」枠,放送,2022-10-06,2022-12-22,
2022年10月9日 - 12月25日,日曜 9:30 - 10:00,,新潟県,製作参加 / 本局分のみ株式会社高儀もスポンサー,放送,2022-10-09,2022-12-25,
2023年7月5日 - （予定）,水曜 0:59 - 1:29（火曜深夜）,,近畿広域圏,製作局,放送,2023-07-05,,
2023年7月5日 - （予定）,水曜 1:28 - 1:58（火曜深夜）,,関東広域圏,,放送,2023-07-05,,
2023年7月18日 - （予定）,火曜 1:28 - 1:58（月曜深夜）,,岩手県,,放送,2023-07-18,,
2023年7月18日 - （予定）,火曜 1:55 - 2:25（月曜深夜）,,福岡県,,放送,2023-07-18,,
2023年7月22日 - （予定）,土曜 17:00 - 17:30,,新潟県,,放送,2023-07-22,,
