期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年1月10日 - 3月14日,月曜 1:00 - 1:05（日曜深夜）,TOKYO MX,東京都,,放送,2022-01-10,2022-03-14,
2022年1月10日 - 3月14日,月曜 1:00 - 1:05（日曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,2022-01-10,2022-03-14,
