期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2023年1月5日 - 3月30日,木曜 0:30 - 1:00（水曜深夜）,TOKYO MX,東京都,,放送,2023-01-05,2023-03-30,
2023年1月5日 - 3月30日,木曜 0:30 - 1:00（水曜深夜）,とちぎテレビ,栃木県,,放送,2023-01-05,2023-03-30,
2023年1月5日 - 3月30日,木曜 0:30 - 1:00（水曜深夜）,群馬テレビ,群馬県,,放送,2023-01-05,2023-03-30,
2023年1月5日 - 3月30日,木曜 0:30 - 1:00（水曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,2023-01-05,2023-03-30,
2023年1月8日 - 4月2日,日曜 3:38 - 4:08（土曜深夜）,毎日放送,近畿広域圏,『アニメシャワー』第4部,放送,2023-01-08,2023-04-02,
2023年1月9日 - 4月3日,月曜 21:00 - 21:30,AT-X,日本全域,CS放送 / 字幕放送[21] / リピート放送あり,放送,2023-01-09,2023-04-03,
