期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年10月4日 -,火曜 1:05 - 1:15（月曜深夜）,,東京都,,放送,2022-10-04,,
2022年10月4日 -,火曜 1:59 - 2:09（月曜深夜）,,近畿広域圏,製作参加 / 『MANPA』第1部前半,放送,2022-10-04,,
2022年10月5日 -,水曜 0:30 - 0:40（火曜深夜）,,日本全域,BS放送 / 『アニメにむちゅ〜』枠,放送,2022-10-05,,
