期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2018年8月3日 - 10月19日,金曜 21:30 - 22:00,BSスカパー！,日本全域,製作参加,放送,2018-08-03,2018-10-19,
2018年9月3日 - 11月19日,月曜 19:00 - 19:30,アニマックス,日本全域,製作参加 / 字幕放送 / リピート放送あり,放送,2018-09-03,2018-11-19,
2020年7月7日 - 9月22日,火曜 19:00 - 19:30,アニマックス,日本全域,リピート放送あり,放送,2020-07-07,2020-09-22,
2020年7月10日 - 9月25日,金曜 21:00 - 21:30,BSスカパー！,日本全域,リピート放送あり,放送,2020-07-10,2020-09-25,
2020年7月16日 - 10月1日,木曜 2:00 - 2:30（水曜深夜）,J:COMテレビ,日本国内,CATV / 『アニおび』枠,放送,2020-07-16,2020-10-01,
