期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2021年4月1日 - 6月24日,木曜 22:30 - 23:00,TOKYO MX,東京都,,放送,2021-04-01,2021-06-24,
2021年4月1日 - 6月24日,木曜 22:30 - 23:00,KBS京都,京都府,,放送,2021-04-01,2021-06-24,
2021年4月1日 - 6月24日,木曜 22:30 - 23:00,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,2021-04-01,2021-06-24,
2021年4月2日 - 6月25日,金曜 0:00 - 0:30（木曜深夜）,サンテレビ,兵庫県,,放送,2021-04-02,2021-06-25,
