期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2021年7月4日 - 9月26日,日曜 1:30 - 2:00（土曜深夜）,TOKYO MX,東京都,,放送,2021-07-04,2021-09-26,
2021年7月4日 - 9月26日,日曜 1:30 - 2:00（土曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,2021-07-04,2021-09-26,
2021年7月9日 - 9月28日,火曜 1:50 - 2:20（月曜深夜）,北海道テレビ,北海道,初回は金曜1:30 - 2:00（木曜深夜）に放送,放送,2021-07-09,2021-09-28,
2021年7月31日 - 10月23日,土曜 20:30 - 21:00,アニマックス,日本全域,BS/CS放送,放送,2021-07-31,2021-10-23,
2022年1月9日 - 4月3日,日曜 1:30 - 2:00（土曜深夜）,TOKYO MX,東京都,,放送,2022-01-09,2022-04-03,
2022年1月9日 - 4月3日,日曜 1:30 - 2:00（土曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,2022-01-09,2022-04-03,
2022年1月13日 - 4月7日,木曜 1:50 - 2:20（水曜深夜）,北海道テレビ,北海道,,放送,2022-01-13,2022-04-07,
2022年1月22日 -,土曜 19:30 - 20:00,アニマックス,日本全域,BS/CS放送,放送,2022-01-22,,
