期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年10月1日 - 12月17日,土曜 22:30 - 23:00,TOKYO MX,東京都,製作参加,放送,2022-10-01,2022-12-17,
2022年10月2日 - 12月18日,日曜 2:38 - 3:08（土曜深夜）,毎日放送,近畿広域圏,製作局 / 『アニメシャワー』枠 第2部,放送,2022-10-02,2022-12-18,
2022年10月6日 - 12月22日,木曜 0:00 - 0:30（水曜深夜）,WOWOW,日本全域,製作参加 / BS/CS放送 / 『アニメプライム』枠,放送,2022-10-06,2022-12-22,
2022年10月6日 - 12月22日,木曜 23:30 - 金曜 0:00,AT-X,日本全域,CS放送 / 字幕放送[36] / リピート放送あり,放送,2022-10-06,2022-12-22,
2022年10月8日 - 12月24日,土曜 2:30 - 3:00（金曜深夜）,BS-TBS,日本全域,BS放送,放送,2022-10-08,2022-12-24,
