期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年4月8日 - 6月24日,金曜 21:30 - 22:00,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[22] / リピート放送あり,放送,2022-04-08,2022-06-24,
2022年4月8日 - 6月24日,金曜 22:30 - 23:00,TOKYO MX,東京都,,放送,2022-04-08,2022-06-24,
2022年4月8日 - 6月24日,金曜 23:00 - 23:30,BS朝日,日本全域,製作参加 / BS/BS4K放送 / 『アニメA』枠,放送,2022-04-08,2022-06-24,
2022年4月9日 - 6月25日,土曜 2:05 - 2:35（金曜深夜）,テレビ愛知,愛知県,製作参加,放送,2022-04-09,2022-06-25,
