期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年10月2日 - 12月25日,日曜 22:00 - 22:30,TOKYO MX,東京都,,放送,2022-10-02,2022-12-25,
2022年10月4日 - 12月27日,火曜 2:35 - 3:05（月曜深夜）,テレビ愛知,愛知県,,放送,2022-10-04,2022-12-27,
2022年10月4日 - 12月27日,火曜 2:39 - 3:09（月曜深夜）,読売テレビ,近畿広域圏,『MANPA』第3部,放送,2022-10-04,2022-12-27,
2022年10月4日 - 12月27日,火曜 21:00 - 21:30,AT-X,日本全域,CS放送 / 字幕放送[30] / リピート放送あり,放送,2022-10-04,2022-12-27,
2022年10月5日 - 12月28日,水曜 0:00 - 0:30（火曜深夜）,BSフジ,日本全域,BS/BS4K放送 / 『アニメギルド』枠,放送,2022-10-05,2022-12-28,
