期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2020年4月9日 - 6月25日,木曜 0:55 - 1:25（水曜深夜）,フジテレビ,関東広域圏,製作参加 / 『+Ultra』枠,放送,2020-04-09,2020-06-25,
2020年4月9日 - 6月25日,木曜 1:55 - 2:25（水曜深夜),テレビ西日本,福岡県,,放送,2020-04-09,2020-06-25,
2020年4月10日 - 6月26日,金曜 1:55 - 2:25（木曜深夜）,関西テレビ,近畿広域圏,,放送,2020-04-10,2020-06-26,
2020年4月12日 - 6月28日,日曜 1:30 - 2:00（土曜深夜）,青森朝日放送,青森県,,放送,2020-04-12,2020-06-28,
2020年4月12日 - 6月28日,日曜 1:55 - 2:25（土曜深夜）,東海テレビ,中京広域圏,,放送,2020-04-12,2020-06-28,
2020年4月13日 - 6月29日,月曜 1:15 - 1:45（日曜深夜）,北海道文化放送,北海道,,放送,2020-04-13,2020-06-29,
2020年4月16日 - 7月2日,木曜 0:00 - 0:30（水曜深夜）,BSフジ,日本全域,製作参加 / BS/BS4K放送 / 『アニメギルド』枠,放送,2020-04-16,2020-07-02,
