期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年7月8日 - 9月23日,金曜 1:28 - 1:58（木曜深夜）,,関東広域圏,製作局 / 字幕放送,放送,2022-07-08,2022-09-23,
2022年7月9日 - 9月24日,土曜 2:25 - 2:55（金曜深夜）,,熊本県,字幕放送,放送,2022-07-09,2022-09-24,
2022年7月10日 - 9月25日,日曜 2:00 - 2:30（土曜深夜）,,日本全域,BS放送,放送,2022-07-10,2022-09-25,
2022年7月17日 - 10月2日,日曜 1:30 - 2:00（土曜深夜）,,日本全域,CS放送 / リピート放送あり[38],放送,2022-07-17,2022-10-02,
2022年7月17日 - 10月2日,日曜 2:42 - 3:12（土曜深夜）,,中京広域圏,字幕放送,放送,2022-07-17,2022-10-02,
