期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2021年4月6日 - 6月29日,火曜 2:00 - 2:30（月曜深夜）,テレビ東京,関東広域圏,製作参加,放送,2021-04-06,2021-06-29,
2021年4月7日 - 6月30日,水曜 23:30 - 木曜 0:00,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[18] / リピート放送あり,放送,2021-04-07,2021-06-30,
2021年7月8日 - 9月30日,木曜 0:30 - 0:59（水曜深夜）,BSテレ東,日本全域,BS・BS4K放送,放送,2021-07-08,2021-09-30,
2022年7月5日 - 9月27日,火曜 1:30 - 2:00（月曜深夜）,テレビ北海道,北海道,,放送,2022-07-05,2022-09-27,
2022年7月31日 - 10月23日,月曜 0:50 - 1:20（日曜深夜）,テレビ山梨,山梨県,にちようスクエア枠,放送,2022-07-31,2022-10-23,
2022年9月27日 - 12月19日,火曜 0:30 - 1:00（月曜深夜）,奈良テレビ放送,奈良県,,放送,2022-09-27,2022-12-19,
2023年1月17日 -,火曜 0:00 - 0:30（月曜深夜）,テレビ大阪,大阪府,,放送,2023-01-17,,
