期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年7月3日 - 9月25日,日曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,2022-07-03,2022-09-25,
2022年7月4日 - 9月26日,月曜 0:30 - 1:00（日曜深夜）,TOKYO MX,東京都,,放送,2022-07-04,2022-09-26,
2022年7月4日 - 9月26日,月曜 0:30 - 1:00（日曜深夜）,サンテレビ,兵庫県,,放送,2022-07-04,2022-09-26,
2022年7月4日 - 9月26日,月曜 0:45 - 1:15（日曜深夜）,KBS京都,京都府,,放送,2022-07-04,2022-09-26,
2022年7月5日 - 9月27日,火曜 1:30 - 2:00（月曜深夜）,テレビ愛知,愛知県,製作参加,放送,2022-07-05,2022-09-27,
2022年7月6日 - 9月28日,水曜 0:00 - 0:30（火曜深夜）,BS日テレ,日本全域,製作参加 / BS放送 / 『アニメにむちゅ〜』枠,放送,2022-07-06,2022-09-28,
