期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年1月12日 - 3月30日,水曜 0:30 - 1:00（火曜深夜）,TOKYO MX,東京都,,放送,2022-01-12,2022-03-30,
2022年1月12日 - 3月30日,水曜 0:30 - 1:00（火曜深夜）,BS日テレ,日本全域,BS (2Kのみ) / 『アニメにむちゅ〜』枠,放送,2022-01-12,2022-03-30,
2022年1月12日 - 3月30日,水曜 3:00 - 3:30（火曜深夜）,毎日放送,近畿広域圏,『アニメ特区』第2部,放送,2022-01-12,2022-03-30,
2022年1月15日 - 4月2日,土曜 23:30 - 日曜 0:00,AT-X,日本全域,CS放送 / 字幕放送[66] / リピート放送あり,放送,2022-01-15,2022-04-02,
