期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年7月9日 - 9月24日,土曜 0:30 - 1:00（金曜深夜）,TOKYO MX,東京都,製作参加,放送,2022-07-09,2022-09-24,
2022年7月9日 - 9月24日,土曜 2:55 - 3:25（金曜深夜）,毎日放送,近畿広域圏,製作参加,放送,2022-07-09,2022-09-24,
2022年7月10日 - 9月25日,日曜 23:00 - 23:30,BS朝日,日本全域,製作参加 / BS/BS4K放送 / 『アニメA』枠,放送,2022-07-10,2022-09-25,
2022年7月11日 - 9月26日,月曜 23:30 - 火曜 0:00,AT-X,日本全域,CS放送 / 字幕放送[11] / リピート放送あり,放送,2022-07-11,2022-09-26,
