期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年7月4日 - 9月12日,月曜 1:00 - 1:05（日曜深夜）,TOKYO MX,東京都,,放送,2022-07-04,2022-09-12,
2022年7月4日 - 9月12日,月曜 1:00 - 1:05（日曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,2022-07-04,2022-09-12,
