期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2020年1月10日 - 3月27日,金曜 1:58 - 2:28（木曜深夜）,,関東広域圏,製作局 / 『アニメリコ』枠,放送,2020-01-10,2020-03-27,
2020年1月11日 - 3月28日,土曜 0:30 - 1:00（金曜深夜）,,兵庫県,,放送,2020-01-11,2020-03-28,
2020年1月12日 - 3月29日,日曜 2:30 - 3:00（土曜深夜）,,日本全域,BS/BS4K放送 / 『アニメリコ』枠,放送,2020-01-12,2020-03-29,
2020年1月16日 - 4月2日,木曜 2:35 - 3:05（水曜深夜）,,中京広域圏,,放送,2020-01-16,2020-04-02,
2020年1月20日 - 4月6日,月曜 1:30 - 2:00（日曜深夜）,,日本全域,CS放送 / リピート放送あり,放送,2020-01-20,2020-04-06,
