期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年10月5日 - 12月21日,水曜 23:00 - 23:30,,東京都,,放送,2022-10-05,2022-12-21,
2022年10月6日 - 12月22日,木曜 2:14 - 2:44（水曜深夜）,,近畿広域圏,『水曜アニメ〈水もん〉』第1部,放送,2022-10-06,2022-12-22,
2022年10月7日 - 12月23日,金曜 21:00 - 21:30,,日本全域,CS放送 / 字幕放送[57] / リピート放送あり,放送,2022-10-07,2022-12-23,
2022年10月7日 - 12月23日,金曜 23:00 - 23:30,,日本全域,製作参加 / BS/BS4K放送 / 『アニメA』枠,放送,2022-10-07,2022-12-23,
