期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年7月7日 - 9月22日,木曜 22:30 - 23:00,TOKYO MX,東京都,製作参加 / リピート放送あり,放送,2022-07-07,2022-09-22,
2022年7月9日 - 9月24日,土曜 1:55 - 2:25（金曜深夜）,RKB毎日放送,福岡県,,放送,2022-07-09,2022-09-24,
2022年7月10日 - 9月25日,日曜 23:00 - 23:30,BS日テレ,日本全域,BS/BS4K放送 / 『アニメにむちゅ〜』枠,放送,2022-07-10,2022-09-25,
2022年7月12日 - 9月27日,火曜 1:55 - 2:25（月曜深夜）,北海道テレビ,北海道,,放送,2022-07-12,2022-09-27,
2022年7月12日 - 9月27日,火曜 21:30 - 22:00,AT-X,日本全域,CS放送 / 字幕放送[38] / リピート放送あり,放送,2022-07-12,2022-09-27,
2022年7月13日 - 9月28日,水曜 1:55 - 2:25（火曜深夜）,テレビ新広島,広島県,,放送,2022-07-13,2022-09-28,
2022年7月19日 -,火曜 1:45 - 2:15（月曜深夜）,新潟テレビ21,新潟県,,放送,2022-07-19,,
2022年7月24日 -,日曜 2:30 - 3:00（土曜深夜）,北陸朝日放送,石川県,,放送,2022-07-24,,
