期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年10月5日 - 12月21日,水曜 22:00 - 22:30,TOKYO MX,東京都,,放送,2022-10-05,2022-12-21,
2022年10月7日 - 12月23日,金曜 0:30 - 1:00（木曜深夜）,サンテレビ,兵庫県,,放送,2022-10-07,2022-12-23,
2022年10月7日 - 12月23日,金曜 0:30 - 1:00（木曜深夜）,BSフジ,日本全域,BS放送 / 『アニメギルド』枠,放送,2022-10-07,2022-12-23,
2022年10月18日 - 2023年1月3日,火曜 23:30 - 水曜 0:00,AT-X,日本全域,CS放送 /  字幕放送[44] / リピート放送あり,放送,2022-10-18,2023-01-03,
