期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2021年10月6日 - 12月29日,水曜 22:30 - 23:00,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[71] / リピート放送あり,放送,2021-10-06,2021-12-29,
2021年10月6日 - 12月29日,水曜 23:30 - 木曜 0:00,TOKYO MX,東京都,,放送,2021-10-06,2021-12-29,
2021年10月6日 - 12月29日,水曜 23:30 - 木曜 0:00,KBS京都,京都府,製作参加,放送,2021-10-06,2021-12-29,
2021年10月6日 - 12月29日,水曜 23:30 - 木曜 0:00,BS日テレ,日本全域,製作参加 / BS放送 / 『アニメにむちゅ〜』枠,放送,2021-10-06,2021-12-29,
2021年10月7日 - 12月30日,木曜 0:30 - 1:00（水曜深夜）,サンテレビ,兵庫県,,放送,2021-10-07,2021-12-30,
