期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年10月12日 - 12月28日,水曜 21:00 - 21:30,,日本全域,製作参加 / CS放送 / 字幕放送[15] / リピート放送あり,放送,2022-10-12,2022-12-28,
2022年10月13日 - 12月29日,木曜 1:00 - 1:30（水曜深夜）,,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,2022-10-13,2022-12-29,
2022年10月13日 - 12月29日,木曜 1:05 - 1:35（水曜深夜）,,東京都,製作参加,放送,2022-10-13,2022-12-29,
2022年10月13日 - 12月29日,木曜 1:05 - 1:35（水曜深夜）,,京都府,,放送,2022-10-13,2022-12-29,
2022年10月13日 - 12月29日,木曜 1:05 - 1:35（水曜深夜）,,兵庫県,製作参加,放送,2022-10-13,2022-12-29,
2022年10月18日 - 2023年1月4日,火曜 2:05 - 2:35（月曜深夜）,,愛知県,製作参加 / 最終話は放送日時変更,放送,2022-10-18,2023-01-04,
