期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2022年1月9日 - 3月27日,日曜 22:00 - 22:30,TOKYO MX1,東京都,,放送,2022-01-09,2022-03-27,
2022年1月9日 - 3月27日,日曜 23:30 - 月曜 0:00,AT-X,日本全域,CS放送 / 字幕放送[27] / リピート放送あり,放送,2022-01-09,2022-03-27,
2022年1月10日 - 3月28日,月曜 0:00 - 0:30（日曜深夜）,テレビ和歌山,和歌山県,,放送,2022-01-10,2022-03-28,
2022年1月10日 - 3月28日,月曜 0:30 - 1:00（日曜深夜）,サンテレビ,兵庫県,,放送,2022-01-10,2022-03-28,
2022年1月12日 - 3月30日,水曜 0:00 - 0:30（火曜深夜）,BSフジ,日本全域,BS/BS4K放送 / 『アニメギルド』枠,放送,2022-01-12,2022-03-30,
