期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2020年10月8日 - 12月24日,木曜 21:30 - 22:00,,日本全域,CS放送 / リピート放送あり,放送,2020-10-08,2020-12-24,
2020年10月8日 - 12月24日,木曜 23:30 - 金曜 0:00,,日本全域,製作参加 / BS/BS4K放送 / 『アニメにむちゅ〜』枠,放送,2020-10-08,2020-12-24,
2020年10月9日 - 12月25日,金曜 0:00 - 0:30（木曜深夜）,,兵庫県,,放送,2020-10-09,2020-12-25,
2020年10月9日 - 12月25日,金曜 0:30 - 1:00（木曜深夜）,,東京都,,放送,2020-10-09,2020-12-25,
2020年10月9日 - 12月25日,金曜 1:00 - 1:30（木曜深夜）,,京都府,,放送,2020-10-09,2020-12-25,
2020年10月14日 - 12月30日,水曜 1:00 - 1:30（火曜深夜）,,日本国内,CATV / 『アニおび』枠,放送,2020-10-14,2020-12-30,
