期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2021年1月13日 - 3月31日2021年1月14日 - 4月1日,通常版:水曜 23:30 - 木曜 0:00規制版:木曜 4:00 - 4:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり視聴年齢制限付き（R15+指定）の「完全《回復》ver.」も放送[10],放送,2021-01-13,,
2021年1月14日 - 4月1日,木曜 1:05 - 1:35（水曜深夜）,TOKYO MX,東京都,,放送,2021-01-14,2021-04-01,
2021年1月14日 - 4月1日,木曜 1:05 - 1:35（水曜深夜）,KBS京都,京都府,,放送,2021-01-14,2021-04-01,
2021年1月14日 - 4月1日,木曜 1:30 - 2:00（水曜深夜）,サンテレビ,兵庫県,,放送,2021-01-14,2021-04-01,
2021年1月16日 - 4月3日,土曜 1:00 - 1:30（金曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,2021-01-16,2021-04-03,
